simulation	scenario	maxUsers	request	start	startDate	duration	end	count	successCount	errorCount	min	p50	p95	p99	max	avg	stddev	rps	apdex	rating
sim50bench	NavigationJsf	10	Logout	1447729012523	2015-11-17 03:56:52	61.62	1447729071142	23	23	0	1	2	13	16	16	2.17	3	0.37	1.00	Excellent
sim50bench	NavigationJsf	10	Login redirect to workspace	1447729012523	2015-11-17 03:56:52	61.62	1447729071145	33	33	0	0	1	22	49	49	3.06	8	0.54	1.00	Excellent
sim50bench	NavigationRest	20	Get document folder	1447729012523	2015-11-17 03:56:52	61.62	1447729073884	127	127	0	2	3	8	30	31	3.76	3	2.06	1.00	Excellent
sim50bench	NavigationRest	20	Get document with breadcrumb	1447729012523	2015-11-17 03:56:52	61.62	1447729073969	102	102	0	5	9	48	93	94	15.06	15	1.66	1.00	Excellent
sim50bench	NavigationRest	20	Get document dc only	1447729012523	2015-11-17 03:56:52	61.62	1447729073566	146	146	0	3	6	74	221	276	16.16	30	2.37	1.00	Excellent
sim50bench	NavigationRest	20	Get document with lock	1447729012523	2015-11-17 03:56:52	61.62	1447729073047	125	125	0	5	7	90	215	233	19.85	32	2.03	1.00	Excellent
sim50bench	UpdateDocuments	5	Update File	1447729012523	2015-11-17 03:56:52	61.62	1447729074138	607	607	0	5	9	64	190	786	21.36	52	9.85	1.00	Excellent
sim50bench	NavigationRest	20	Get document	1447729012523	2015-11-17 03:56:52	61.62	1447729074026	372	372	0	5	8	63	485	764	24.24	72	6.04	1.00	Excellent
sim50bench	NavigationRest	20	Get document with thumbnail	1447729012523	2015-11-17 03:56:52	61.62	1447729074026	108	108	0	4	8	96	419	445	25.15	49	1.75	1.00	Excellent
sim50bench	NavigationRest	20	Get document with acl	1447729012523	2015-11-17 03:56:52	61.62	1447729073427	82	82	0	5	8	82	433	433	27.16	66	1.33	1.00	Excellent
sim50bench	NavigationRest	20	Get document with versionLabel	1447729012523	2015-11-17 03:56:52	61.62	1447729073694	108	108	0	4	7	113	443	470	27.45	54	1.75	1.00	Excellent
sim50bench	NavigationJsf	10	View document publish tab	1447729012523	2015-11-17 03:56:52	61.62	1447729072576	62	62	0	139	177	279	317	317	189.31	45	1.01	1.00	Excellent
sim50bench	NavigationJsf	10	View document relation tab	1447729012523	2015-11-17 03:56:52	61.62	1447729072311	31	31	0	151	188	307	383	383	200.35	49	0.50	1.00	Excellent
sim50bench	NavigationJsf	10	View document permission tab	1447729012523	2015-11-17 03:56:52	61.62	1447729071343	31	31	0	138	166	696	1120	1120	208.03	176	0.50	1.00	Excellent
sim50bench	NavigationJsf	10	View document files tab	1447729012523	2015-11-17 03:56:52	61.62	1447729070726	31	31	0	135	192	926	1110	1110	245.61	198	0.50	1.00	Excellent
sim50bench	NavigationJsf	10	View document edit tab	1447729012523	2015-11-17 03:56:52	61.62	1447729070199	31	31	0	176	226	653	1107	1107	263.39	165	0.50	1.00	Excellent
sim50bench	NavigationJsf	10	View document	1447729012523	2015-11-17 03:56:52	61.62	1447729074061	164	164	0	201	254	360	971	1123	275.01	93	2.66	1.00	Excellent
sim50bench	NavigationJsf	10	View document history tab	1447729012523	2015-11-17 03:56:52	61.62	1447729068064	30	30	0	212	266	357	360	360	275.03	44	0.49	1.00	Excellent
sim50bench	NavigationJsf	10	Login redirect to workspace Redirect 1	1447729012523	2015-11-17 03:56:52	61.62	1447729071470	33	33	0	269	328	688	719	719	387.73	127	0.54	1.00	Excellent
sim50bench	NavigationJsf	10	View parent folder	1447729012523	2015-11-17 03:56:52	61.62	1447729073655	170	170	0	360	543	762	1105	1152	563.66	115	2.76	1.00	Excellent
sim50bench	org.nuxeo.cap.bench.Sim50Bench	35	_all	1447615666782	2015-11-15 20:27:46	62.10	1447615728883	2517	2517	0	0	11	492	657	1022	86.64	156	40.53	1.00	Excellent
sim50bench	NavigationJsf	10	Logout Redirect 1	1447615666782	2015-11-15 20:27:46	62.10	1447615720422	20	20	0	0	1	1	1	1	0.75	0	0.32	1.00	Excellent
sim50bench	NavigationJsf	10	Logout Redirect 2	1447615666782	2015-11-15 20:27:46	62.10	1447615720424	20	20	0	0	1	1	1	1	0.85	0	0.32	1.00	Excellent
sim50bench	NavigationJsf	10	Logout	1447615666782	2015-11-15 20:27:46	62.10	1447615720420	20	20	0	1	2	2	2	2	1.60	0	0.32	1.00	Excellent
sim50bench	NavigationJsf	10	Login redirect to workspace	1447615666782	2015-11-15 20:27:46	62.10	1447615720425	30	30	0	0	1	13	22	22	2.37	4	0.48	1.00	Excellent
sim50bench	NavigationRest	20	Get document folder	1447615666782	2015-11-15 20:27:46	62.10	1447615727572	124	124	0	2	3	6	22	24	3.66	2	2.00	1.00	Excellent
sim50bench	NavigationRest	20	Get document with lock	1447615666782	2015-11-15 20:27:46	62.10	1447615728295	100	100	0	5	8	64	102	103	15.32	18	1.61	1.00	Excellent
sim50bench	NavigationRest	20	Get document with versionLabel	1447615666782	2015-11-15 20:27:46	62.10	1447615728113	150	150	0	5	7	49	114	129	15.43	19	2.42	1.00	Excellent
sim50bench	NavigationRest	20	Get document dc only	1447615666782	2015-11-15 20:27:46	62.10	1447615726406	141	141	0	3	6	67	151	175	16.85	25	2.27	1.00	Excellent
sim50bench	UpdateDocuments	5	Update File	1447615666782	2015-11-15 20:27:46	62.10	1447615728418	634	634	0	4	10	59	95	148	17.55	18	10.21	1.00	Excellent
sim50bench	NavigationRest	20	Get document	1447615666782	2015-11-15 20:27:46	62.10	1447615727674	356	356	0	5	9	75	130	201	19.06	25	5.73	1.00	Excellent
sim50bench	NavigationRest	20	Get document with acl	1447615666782	2015-11-15 20:27:46	62.10	1447615727645	110	110	0	5	10	53	157	164	19.13	21	1.77	1.00	Excellent
sim50bench	NavigationRest	20	Get document with thumbnail	1447615666782	2015-11-15 20:27:46	62.10	1447615727964	135	135	0	5	9	61	177	179	19.41	27	2.17	1.00	Excellent
sim50bench	NavigationRest	20	Get document with breadcrumb	1447615666782	2015-11-15 20:27:46	62.10	1447615727198	138	138	0	6	11	86	173	177	22.49	28	2.22	1.00	Excellent
sim50bench	NavigationJsf	10	View document permission tab	1447615666782	2015-11-15 20:27:46	62.10	1447615724730	30	30	0	144	169	286	292	292	184.47	40	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	View document publish tab	1447615666782	2015-11-15 20:27:46	62.10	1447615726061	60	60	0	139	184	258	287	287	191.15	40	0.97	1.00	Excellent
sim50bench	NavigationJsf	10	View document files tab	1447615666782	2015-11-15 20:27:46	62.10	1447615724534	30	30	0	142	191	289	294	294	198.43	45	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	View document relation tab	1447615666782	2015-11-15 20:27:46	62.10	1447615725497	30	30	0	157	200	266	274	274	201.67	30	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	View document edit tab	1447615666782	2015-11-15 20:27:46	62.10	1447615723984	30	30	0	186	232	349	352	352	241.43	49	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	View document	1447615666782	2015-11-15 20:27:46	62.10	1447615728361	145	145	0	147	275	381	514	538	289.26	54	2.33	1.00	Excellent
sim50bench	NavigationJsf	10	View document history tab	1447615666782	2015-11-15 20:27:46	62.10	1447615726437	30	30	0	212	275	381	386	386	292.57	53	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	Login redirect to workspace Redirect 1	1447615666782	2015-11-15 20:27:46	62.10	1447615720730	30	30	0	253	307	508	515	515	353.57	89	0.48	1.00	Excellent
sim50bench	NavigationJsf	10	View parent folder	1447615666782	2015-11-15 20:27:46	62.10	1447615728883	154	154	0	405	550	742	1021	1022	571.05	103	2.48	1.00	Excellent
